semester,campus,class,total_hours,open_slots,taken_slots,out_slots,schedules,id,course_name,course_code,version_code,class_code,class_name
20212,FLO,07238,72,60,57,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20211,FLO,07238,72,60,43,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20202,FLO,07238,72,60,55,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20202,FLO,07238A,72,0,0,,,INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20201,FLO,07238A,72,60,58,1,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20201,FLO,07238B,72,0,0,,,INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20192,FLO,07238,72,52,41,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20191,FLO,07238,72,52,34,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20182,FLO,07238,72,52,47,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20181,FLO,07238,72,52,46,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20172,FLO,07238,72,50,36,,"2.2020-2 / CTC-CTC210
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20171,FLO,07238,72,50,40,,"2.2020-2 / CTC-CTC202
                                    4.1830-2 / CTC-CTC208",INE5643,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5643,Data Warehouse
20221,FLO,08238,72,47,0,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20212,FLO,08238,72,53,52,3,,INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20211,FLO,08238,72,47,46,,,INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20202,FLO,08238,72,46,35,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20201,FLO,08238,72,46,45,11,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20192,FLO,08238,72,40,35,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20191,FLO,08238,72,44,43,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20182,FLO,08238,72,41,39,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20181,FLO,08238,72,46,44,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20172,FLO,08238,72,45,44,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20171,FLO,08238,72,41,39,,"3.1830-2 / CTC-CTC304
                                    5.1830-2 / CTC-CTC304",INE5644,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5644,Data Mining
20221,FLO,03238A,72,47,0,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20221,FLO,03238B,72,45,0,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20221,FLO,03238C,72,55,0,,"3.1830-2 / CTC-CTC110
                                    5.2020-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20212,FLO,03238A,72,47,44,,5.1830-4 / CTC-CTC202,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20212,FLO,03238B,72,45,24,,,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20212,FLO,03238C,72,45,25,,,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20211,FLO,03238A,72,47,40,,,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20211,FLO,03238B,72,45,36,,,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20211,FLO,03238C,72,55,49,,,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20202,FLO,03238A,72,45,37,1,5.1830-4 / CTC-CTC202,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20202,FLO,03238B,72,45,37,,3.1830-4 / CTC-CTC102,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20201,FLO,03238A,72,30,29,,5.1830-4 / CTC-CTC108,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20201,FLO,03238B,72,30,29,1,3.1830-4 / CTC-CTC103,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20201,FLO,03238C,72,30,28,,5.1830-4 / CTC-CTC113,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20192,FLO,03238A,72,34,31,,5.1830-4 / CTC-CTC105,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20192,FLO,03238B,72,34,33,,3.1830-4 / CTC-CTC110,INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20191,FLO,03238A,72,30,27,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC101",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20191,FLO,03238B,72,30,28,,"3.2020-2 / CTC-CTC107
                                    5.1830-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20191,FLO,03238C,72,25,24,,"3.1830-2 / CTC-CTC110
                                    5.2020-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20182,FLO,05238A,72,31,29,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC101",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20182,FLO,05238B,72,33,31,,"3.2020-2 / CTC-CTC107
                                    5.1830-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20181,FLO,05238A,72,31,29,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC101",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20181,FLO,05238B,72,32,30,,"3.2020-2 / CTC-CTC107
                                    5.1830-2 / CTC-CTC110",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20172,FLO,05238A,72,30,30,,"3.2020-2 / CTC-CTC106
                                    5.1830-2 / CTC-CTC101",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20172,FLO,05238B,72,30,25,,"3.2020-2 / CTC-CTC301
                                    5.1830-2 / CTC-CTC301",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20171,FLO,05238A,72,30,28,,"3.2020-2 / CTC-CTC105
                                    5.1830-2 / CTC-CTC101",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20171,FLO,05238B,72,30,27,,"3.2020-2 / CTC-CTC303
                                    5.1830-2 / CTC-CTC303",INE5646,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5646,Programação para Web
20221,FLO,07238,36,50,0,,2.1830-2 / CTC-CTC203,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20212,FLO,07238,36,50,24,,,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20211,FLO,07238,36,50,18,,2.1830-2 / CTC-CTC203,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20202,FLO,07238,36,50,31,,2.1830-2 / CTC-CTC203,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20201,FLO,07238,36,50,45,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20192,FLO,07238,36,50,29,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20191,FLO,07238,36,50,33,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20182,FLO,07238,36,50,39,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20181,FLO,07238,36,50,46,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20172,FLO,07238,36,50,41,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20171,FLO,07238,36,50,31,,2.1830-2 / CTC-CTC209,INE5653,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5653,Introdução à Internacionalização e Localização de Software
20221,FLO,08238,36,61,0,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20212,FLO,08238,36,61,59,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20211,FLO,08238,36,61,51,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20202,FLO,08238,36,61,39,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20201,FLO,08238,36,61,60,6,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20192,FLO,08238,36,56,46,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20191,FLO,08238,36,56,56,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20182,FLO,08238,36,55,54,,3.2020-2 / CTC-CTC207,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20181,FLO,08238,36,55,53,,3.2020-2 / CTC-CTC111,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20172,FLO,08238,36,53,53,,3.2020-2 / CTC-CTC111,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20171,FLO,08238,36,50,45,,3.2020-2 / CTC-CTC101,INE5656,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5656,Introdução à Lógica Simbólica
20221,FLO,09238,36,40,0,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20212,FLO,09238,36,40,31,5,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20211,FLO,09238,36,40,19,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20202,FLO,09238,36,40,32,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20201,FLO,09238,36,40,35,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20192,FLO,09238,36,40,17,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20191,FLO,09238,36,40,15,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20182,FLO,09238,36,40,28,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20181,FLO,09238,36,40,20,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20172,FLO,09238,36,40,23,,6.2020-2 / CTC-CTC111,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20171,FLO,09238,36,40,21,,6.2020-2 / CTC-CTC101,INE5658,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5658,Lógica Simbólica II
20221,FLO,05238,72,45,0,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20212,FLO,05238,72,45,25,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20211,FLO,05238,72,45,21,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20202,FLO,05238,72,45,30,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20201,FLO,05238,72,40,32,,,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20192,FLO,05238,72,40,9,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20191,FLO,05238,72,40,20,,3.1830-4 / CTC-CTC204,INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20182,FLO,08238,72,0,0,,"2.1830-2 / CTC-CTC104
                                    4.1830-2 / CTC-CTC104",INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20181,FLO,08238,72,30,13,,"2.1830-2 / CTC-CTC104
                                    4.1830-2 / CTC-CTC104",INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20172,FLO,08238,72,30,18,,"2.1830-2 / CTC-CTC104
                                    4.1830-2 / CTC-CTC104",INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20171,FLO,09238,72,30,10,,"2.1830-2 / CTC-CTC104
                                    4.1830-2 / CTC-CTC104",INE5681,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5681,Modelagem e Automação de Processos de Negócios
20221,FLO,05208,72,20,0,,,INE7006,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE7006,Biologia Computacional e Computação Biológica
20212,FLO,05208,72,20,0,,,INE7006,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE7006,Biologia Computacional e Computação Biológica
20211,FLO,05208,72,20,0,,,INE7006,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE7006,Biologia Computacional e Computação Biológica
20202,FLO,05208,72,0,0,,"2.1010-2 / AUX-ALOCAR
                                    4.1010-2 / AUX-ALOCAR",INE7006,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE7006,Biologia Computacional e Computação Biológica
20212,FLO,08235,72,20,11,,"3.1830-2 / CTC-LABSDG
                                    4.1830-2 / CTC-LABSDG",EEL7123,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,EEL7123,Tópico Avançado em Sistemas Digitais
20202,FLO,08235,72,20,10,,"3.1830-2 / CTC-LABSDG
                                    4.1830-2 / CTC-LABSDG",EEL7123,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,EEL7123,Tópico Avançado em Sistemas Digitais
20192,FLO,08235,72,20,12,,"3.1830-2 / CTC-LABSDG
                                    4.1830-2 / CTC-LABSDG",EEL7123,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,EEL7123,Tópico Avançado em Sistemas Digitais
20182,FLO,08235,72,20,19,,"3.1830-2 / CTC-LABSDG
                                    5.1830-2 / CTC-LABSDG",EEL7123,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,EEL7123,Tópico Avançado em Sistemas Digitais
20211,FLO,07208,72,0,0,,6.1830-4 / AUX-ALOCAR,INE5456,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5456,Desenvolvimento Orientado a Componentes com UML
20202,FLO,07208,72,0,0,,"2.1830-2 / AUX-ALOCAR
                                    4.1830-2 / AUX-ALOCAR",INE5456,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5456,Desenvolvimento Orientado a Componentes com UML
20201,FLO,07208,72,0,0,,"2.1710-1 / AUX-ALOCAR
                                    4.1510-3 / AUX-ALOCAR",INE5438,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5438,Laboratório de Microprocessadores e Lógica Programável
20191,FLO,05208,72,30,0,,3.1330-4 / AUX-ALOCAR,INE5438,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5438,Laboratório de Microprocessadores e Lógica Programável
20191,FLO,07208,72,0,0,,3.1330-4 / AUX-ALOCAR,INE5438,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5438,Laboratório de Microprocessadores e Lógica Programável
20201,FLO,05208,72,0,0,,"2.1010-2 / AUX-ALOCAR
                                    4.1010-2 / AUX-ALOCAR",INE5449,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5449,Tópicos Especiais em Aplicações Tecnológicas II
20192,FLO,05208,72,30,9,,"2.1010-2 / CTC-CTC302
                                    4.1010-2 / CTC-ENS216",INE5449,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5449,Tópicos Especiais em Aplicações Tecnológicas II
20191,FLO,05208,72,0,0,,"2.1010-2 / AUX-ALOCAR
                                    4.1010-2 / AUX-ALOCAR",INE5435,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5435,Integração Software/Hardware
20172,FLO,08208,72,0,0,,"2.1330-2 / AUX-ALOCAR
                                    4.1330-2 / AUX-ALOCAR",INE5435,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5435,Integração Software/Hardware
20191,FLO,08208,72,0,0,,,INE5436,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5436,Arquitetura de Computadores I
20182,FLO,08208,72,17,14,,"3.1510-2 / AUX-ALOCAR
                                    5.1510-2 / AUX-ALOCAR",INE5436,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5436,Arquitetura de Computadores I
20191,FLO,05208,72,0,0,,3.1330-4 / AUX-ALOCAR,INE5441,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5441,Sistemas de Tempo Real
20191,FLO,08208,72,0,0,,6.1330-4 / AUX-ALOCAR,INE5448,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5448,Tópicos Especiais em Aplicações Tecnológicas I
20182,FLO,08208,72,24,21,,6.1330-4 / AUX-ALOCAR,INE5448,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5448,Tópicos Especiais em Aplicações Tecnológicas I
20181,FLO,08208,72,20,11,,5.0820-4 / AUX-ALOCAR,INE5448,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5448,Tópicos Especiais em Aplicações Tecnológicas I
20172,FLO,08208,72,17,16,,5.0820-4 / AUX-ALOCAR,INE5448,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5448,Tópicos Especiais em Aplicações Tecnológicas I
20171,FLO,08208,72,17,12,,3.0820-4 / AUX-ALOCAR,INE5448,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5448,Tópicos Especiais em Aplicações Tecnológicas I
20182,FLO,07208,72,0,0,,"3.1510-2 / AUX-ALOCAR
                                    5.1510-2 / AUX-ALOCAR",INE5440,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5440,Tópicos Especiais em Arquitetura de Computadores
20181,FLO,07208,72,0,0,,"3.1510-2 / AUX-ALOCAR
                                    5.1510-2 / AUX-ALOCAR",INE5440,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5440,Tópicos Especiais em Arquitetura de Computadores
20172,FLO,07208,72,30,25,,"3.1510-2 / CTC-CTC206
                                    5.1510-2 / CTC-CTC205",INE5440,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,INE5440,Tópicos Especiais em Arquitetura de Computadores
20181,FLO,02238A,36,56,55,,4.2020-2 / CTC-CTC305,CAD5146,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,CAD5146,Marketing Pessoal em Informática
20172,FLO,02238A,36,56,54,,4.2020-2 / CTC-CTC305,CAD5146,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,CAD5146,Marketing Pessoal em Informática
20171,FLO,02238A,36,54,51,,4.2020-2 / CTC-CTC305,CAD5146,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,CAD5146,Marketing Pessoal em Informática
20172,FLO,09238,72,30,25,,"2.2020-2 / CTC-CTC111
                                    3.1830-2 / CTC-CTC301",CAD5241,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,CAD5241,Recursos Humanos em Informática
20171,FLO,09238,72,30,14,,"2.2020-2 / CTC-CTC108
                                    3.1830-2 / CTC-CTC108",CAD5241,CIÊNCIAS DA COMPUTAÇÃO (208),208,512,CAD5241,Recursos Humanos em Informática
